split_index,outer_seed,architecture,n_base_models,MAE,RMSE,R2,Pearson_r,Spearman_r,training_time,prediction_time
10,157,RF + ET + DNN,3,0.10742996200060914,0.1561101610883191,0.8924144732449001,0.9451666300202568,0.9430547427868626,384.7341389656067,0.0
10,157,RF + XGBoost + DNN,3,0.1125753316251705,0.15492832886286464,0.8940372600564505,0.9460738990563267,0.9416883802331232,204.45522618293762,0.0010008811950683594
10,157,ET + XGBoost + DNN,3,0.11317216634126674,0.15828824422790533,0.8893914165326557,0.9437890858498543,0.9373422048046348,265.12986397743225,0.001001119613647461
10,157,RF + ET + XGBoost + DNN,4,0.11167853281180036,0.1547855282413109,0.8942325060996833,0.9462113339741239,0.9419625273908349,410.2248547077179,0.0
11,202,RF,1,0.12767472308292432,0.1991307518480811,0.8113525655745035,0.9010612079119497,0.8927400075356375,187.32973718643188,0.0
11,202,ET,1,0.12195542980041144,0.18682560232522502,0.8339468882563055,0.9142851736969064,0.9069360724721527,269.1173083782196,0.0
11,202,XGBoost,1,0.13217509390048968,0.18695833366793388,0.8337108576310319,0.9136179790179976,0.9029501428066055,35.301241397857666,0.0
11,202,DNN,1,0.4448530004293084,0.6452378954986413,-0.9806784130545334,0.5539908927056457,0.6017329760583249,48.52970027923584,0.0
11,202,RF + ET,2,0.12204702655843033,0.18749742609751988,0.8327504889591117,0.9126337890899323,0.9045583996914768,456.4470455646515,0.0010008811950683594
11,202,RF + XGBoost,2,0.12374745562210594,0.18227498271584722,0.8419376743247223,0.9178510514392699,0.9089887592847606,222.63097858428955,0.0009996891021728516
11,202,RF + DNN,2,0.12676398986666357,0.1991493646505386,0.8113172980781721,0.9009103789168584,0.8912856338299271,235.86043763160706,0.0010001659393310547
11,202,ET + XGBoost,2,0.12351878502188107,0.18114768089578429,0.8438867399026017,0.9188117470325734,0.9102712102201475,304.41854977607727,0.0
11,202,ET + DNN,2,0.12115871139240388,0.18586299894733072,0.8356536296736572,0.9141830449282989,0.9071536408746608,317.64700865745544,0.0009999275207519531
11,202,XGBoost + DNN,2,0.13230960447608203,0.18655208794073427,0.8344327388888313,0.9138745603668201,0.9034921505229039,83.8309416770935,0.0009999275207519531
11,202,RF + ET + XGBoost,3,0.12322842144358023,0.1819124613250889,0.8425657801806137,0.918169582524516,0.9095130007370352,491.74828696250916,0.0010039806365966797
11,202,RF + ET + DNN,3,0.12181597530320804,0.18758716979283704,0.8325903461607252,0.9125501418104374,0.9047185693948309,504.9777457714081,0.0009999275207519531
11,202,RF + XGBoost + DNN,3,0.12388977754555314,0.18232322721286712,0.8418539914576357,0.9178073222894378,0.9088395226669599,271.1606788635254,0.0
11,202,ET + XGBoost + DNN,3,0.12357599616170863,0.1811664146604109,0.8438544486772155,0.9187944413247069,0.9102542639375403,352.9482500553131,0.0010006427764892578
11,202,RF + ET + XGBoost + DNN,4,0.12337254847911959,0.18196230521373366,0.8424794946263532,0.9181243650896337,0.909708702968437,540.2789895534515,0.0010023117065429688
12,271,RF,1,0.11537869508622493,0.1768851275971051,0.8547421982560587,0.9246630622190416,0.9261608101088489,175.3220989704132,0.0
12,271,ET,1,0.11178736475403753,0.1727065733349586,0.8615239828207735,0.928905530307413,0.9321898601371451,251.353520154953,0.0
12,271,XGBoost,1,0.12297872097628404,0.1737023207866811,0.8599226003627456,0.9283674701291615,0.9253618748820508,31.71395254135132,0.0
12,271,DNN,1,0.42228153837107985,0.5548622400037846,-0.4293124304392413,0.6380781255355468,0.6159525471287793,37.29797291755676,0.0
12,271,RF + ET,2,0.11281075717374016,0.1721721138441942,0.8623797152278304,0.9292921244539196,0.9326747424814282,426.6756191253662,0.0010004043579101562
12,271,RF + XGBoost,2,0.11525961774677526,0.16480073384226931,0.8739116064526147,0.9351070364407613,0.9353361288322091,207.03605151176453,0.0010006427764892578
12,271,RF + DNN,2,0.11799488119495426,0.178109569701233,0.8527242178273373,0.9239044087623827,0.9247411489497697,212.62007188796997,0.0
12,271,ET + XGBoost,2,0.1145396779426577,0.16737721471075012,0.869938277245036,0.9331138689572336,0.9333053081907074,283.06847190856934,0.0009992122650146484
12,271,ET + DNN,2,0.11323057038684238,0.17268183456935798,0.8615636510315536,0.9288747074782715,0.932230039226553,288.65149307250977,0.0
12,271,XGBoost + DNN,2,0.12258975362062936,0.17254573073881876,0.8617817896924542,0.9284882760146873,0.925044815401009,69.01292610168457,0.0010006427764892578
12,271,RF + ET + XGBoost,3,0.11392367115311901,0.16553992578650367,0.8727779640391456,0.9345894011825551,0.935677241101468,458.3905711174011,0.00099945068359375
12,271,RF + ET + DNN,3,0.11305989521274092,0.1722569973002941,0.8622439840137119,0.9292376218219691,0.9324446010305342,463.973592042923,0.0009999275207519531
12,271,RF + XGBoost + DNN,3,0.11522182252450505,0.16480636499554713,0.873902989558932,0.935103415708665,0.9354886453756758,244.33502435684204,0.0009999275207519531
12,271,ET + XGBoost + DNN,3,0.11463264813273144,0.16738081982618427,0.8699326744206067,0.9331088520961179,0.9331836776139284,320.3654456138611,0.0
12,271,RF + ET + XGBoost + DNN,4,0.11396145682447731,0.16553870600571158,0.8727798389031499,0.934589649279568,0.9356876275327436,495.6885437965393,0.0009992122650146484
13,314,RF,1,0.12066774821879354,0.1904316184489115,0.8357348844543844,0.9151497582360627,0.901122281078658,167.1712396144867,0.0
13,314,ET,1,0.11869670843688913,0.18313507143403632,0.8480816373395623,0.9218227674382103,0.91297702412385,234.02248811721802,0.0
13,314,XGBoost,1,0.13190390332026047,0.188520927187151,0.8390146482906806,0.9162869252040763,0.9059497843449169,28.875648975372314,0.0
13,314,DNN,1,0.42644564381811784,0.5786602813608009,-0.5167519933617277,0.5719573796900482,0.5510875685367707,38.69552659988403,0.0
13,314,RF + ET,2,0.1183781194683627,0.18190400787079317,0.8501172121331495,0.9222973373007098,0.9126971371719391,401.19472789764404,0.0010001659393310547
